category	name	home	sdram	repository	branch	source_id	comments
_Arcade	Act-Fancer: Cybernetick Hyper Weapon		yes	https://github.com/MiSTer-devel/Arcade-ActFancer_MISTer.git		MiSTer-devel_Arcade-ActFancer_MISTer	
_Arcade	Arabian		no	https://github.com/MiSTer-devel/Arcade-Arabian_MiSTer.git		MiSTer-devel_Arcade-Arabian_MiSTer	
_Arcade	Arkanoid		no	https://github.com/MiSTer-devel/Arcade-Arkanoid_MISTer.git		MiSTer-devel_Arcade-Arkanoid_MISTer	
_Arcade	Asteroids Deluxe		yes	https://github.com/MiSTer-devel/Arcade-Asteroids_MiSTer.git		MiSTer-devel_Arcade-Asteroids_MiSTer	
_Arcade	Bally&nbsp;Midway&nbsp;Astrocade&nbsp;/&nbsp;Bally&nbsp;Midway&nbsp;Arcade		no	https://github.com/MiSTer-devel/Arcade-Astrocade_MiSTer.git		MiSTer-devel_Arcade-Astrocade_MiSTer	
_Arcade	Atari System-1		yes	https://github.com/MiSTer-devel/Arcade-Atari-system1_MiSTer.git		MiSTer-devel_Arcade-Atari-system1_MiSTer	
_Arcade	Atari System-2		yes	https://github.com/MiSTer-devel/Arcade-AtariSystem2_MiSTer.git		MiSTer-devel_Arcade-AtariSystem2_MiSTer	
_Arcade	Atari Tetris		no	https://github.com/MiSTer-devel/Arcade-ATetris_MiSTer.git		MiSTer-devel_Arcade-ATetris_MiSTer	
_Arcade	Athena		no	https://github.com/MiSTer-devel/Arcade-Athena_MiSTer.git		MiSTer-devel_Arcade-Athena_MiSTer	
_Arcade	Bagman / Le Bagnard		no	https://github.com/MiSTer-devel/Arcade-Bagman_MiSTer.git		MiSTer-devel_Arcade-Bagman_MiSTer	
_Arcade	Bank Panic!		no	https://github.com/MiSTer-devel/Arcade-BankPanic_MiSTer.git		MiSTer-devel_Arcade-BankPanic_MiSTer	
_Arcade	BattleZone		no	https://github.com/MiSTer-devel/Arcade-BattleZone_MiSTer.git		MiSTer-devel_Arcade-BattleZone_MiSTer	
_Arcade	Berzerk		no	https://github.com/MiSTer-devel/Arcade-Berzerk_MiSTer.git		MiSTer-devel_Arcade-Berzerk_MiSTer	
_Arcade	Black Widow		yes	https://github.com/MiSTer-devel/Arcade-BlackWidow_MiSTer.git		MiSTer-devel_Arcade-BlackWidow_MiSTer	
_Arcade	Blockade		no	https://github.com/MiSTer-devel/Arcade-Blockade_MiSTer.git		MiSTer-devel_Arcade-Blockade_MiSTer	
_Arcade	Blood Bros		yes	https://github.com/MiSTer-devel/Arcade-BloodBros_MiSTer.git		MiSTer-devel_Arcade-BloodBros_MiSTer	
_Arcade	Blue Print		no	https://github.com/MiSTer-devel/Arcade-BluePrint_MiSTer.git		MiSTer-devel_Arcade-BluePrint_MiSTer	
_Arcade	Bomb Jack		no	https://github.com/MiSTer-devel/Arcade-BombJack_MiSTer.git		MiSTer-devel_Arcade-BombJack_MiSTer	
_Arcade	Boogie Wings		yes	https://github.com/MiSTer-devel/Arcade-BoogieWings_MiSTer.git		MiSTer-devel_Arcade-BoogieWings_MiSTer	
_Arcade	Bosconian		no	https://github.com/MiSTer-devel/Arcade-Bosconian_MiSTer.git		MiSTer-devel_Arcade-Bosconian_MiSTer	
_Arcade	Breakout		no	https://github.com/MiSTer-devel/Arcade-Breakout_MiSTer.git		MiSTer-devel_Arcade-Breakout_MiSTer	
_Arcade	BubSys		yes	https://github.com/MiSTer-devel/Arcade-BubSys_MiSTer.git		MiSTer-devel_Arcade-BubSys_MiSTer	
_Arcade	BubSysROM		yes	https://github.com/MiSTer-devel/Arcade-BubSysROM_MiSTer.git		MiSTer-devel_Arcade-BubSysROM_MiSTer	
_Arcade	Burger Time		no	https://github.com/MiSTer-devel/Arcade-BurgerTime_MiSTer.git		MiSTer-devel_Arcade-BurgerTime_MiSTer	
_Arcade	Burnin' Rubber / Car Action		no	https://github.com/MiSTer-devel/Arcade-BurningRubber_MiSTer.git		MiSTer-devel_Arcade-BurningRubber_MiSTer	
_Arcade	Canyon Bomber		no	https://github.com/MiSTer-devel/Arcade-CanyonBomber_MiSTer.git		MiSTer-devel_Arcade-CanyonBomber_MiSTer	
_Arcade	Cave		yes	https://github.com/MiSTer-devel/Arcade-Cave_MiSTer.git		MiSTer-devel_Arcade-Cave_MiSTer	
_Arcade	Cave (Banpresto)		yes	https://github.com/MiSTer-devel/Arcade-CaveBanpresto_MiSTer.git		MiSTer-devel_Arcade-CaveBanpresto_MiSTer	
_Arcade	Centipede		no	https://github.com/MiSTer-devel/Arcade-Centipede_MiSTer.git		MiSTer-devel_Arcade-Centipede_MiSTer	
_Arcade	Chameleon		no	https://github.com/MiSTer-devel/Arcade-Chameleon_MiSTer.git		MiSTer-devel_Arcade-Chameleon_MiSTer	
_Arcade	Champion Base Ball		no	https://github.com/MiSTer-devel/Arcade-ChampionBaseball_MiSTer.git		MiSTer-devel_Arcade-ChampionBaseball_MiSTer	
_Arcade	China Gate		yes	https://github.com/MiSTer-devel/Arcade-ChinaGate_MiSTer.git		MiSTer-devel_Arcade-ChinaGate_MiSTer	
_Arcade	City Connection		no	https://github.com/MiSTer-devel/Arcade-CityConnection_MiSTer.git		MiSTer-devel_Arcade-CityConnection_MiSTer	
_Arcade	Computer Space		no	https://github.com/MiSTer-devel/Arcade-ComputerSpace_MiSTer.git		MiSTer-devel_Arcade-ComputerSpace_MiSTer	
_Arcade	Congo Bongo		no	https://github.com/MiSTer-devel/Arcade-CongoBongo_MiSTer.git		MiSTer-devel_Arcade-CongoBongo_MiSTer	
_Arcade	Universal Cosmic games		yes	https://github.com/MiSTer-devel/Arcade-Cosmic_MiSTer.git		MiSTer-devel_Arcade-Cosmic_MiSTer	
_Arcade	Cosmic Guerilla		yes	https://github.com/MiSTer-devel/Arcade-CosmicGuerilla_MiSTer.git		MiSTer-devel_Arcade-CosmicGuerilla_MiSTer	
_Arcade	Crazy Balloon		no	https://github.com/MiSTer-devel/Arcade-CrazyBalloon_MiSTer.git		MiSTer-devel_Arcade-CrazyBalloon_MiSTer	
_Arcade	Crazy Climber		no	https://github.com/MiSTer-devel/Arcade-CrazyClimber_MiSTer.git		MiSTer-devel_Arcade-CrazyClimber_MiSTer	
_Arcade	Crazy Kong		no	https://github.com/MiSTer-devel/Arcade-CrazyKong_MiSTer.git		MiSTer-devel_Arcade-CrazyKong_MiSTer	
_Arcade	Crystal Castles		no	https://github.com/MiSTer-devel/Arcade-CrystalCastles_MiSTer.git		MiSTer-devel_Arcade-CrystalCastles_MiSTer	
_Arcade	Darius 2 Triple Screen		yes	https://github.com/MiSTer-devel/Arcade-Darius2NinjaWarriors_MiSTer.git		MiSTer-devel_Arcade-Darius2NinjaWarriors_MiSTer	Triple screen
_Arcade	Darius 2 Dual Screen		yes	https://github.com/MiSTer-devel/Arcade-Darius2WarriorBlade_MiSTer.git		MiSTer-devel_Arcade-Darius2WarriorBlade_MiSTer	Dual screen
_Arcade	Darius		yes	https://github.com/MiSTer-devel/Arcade-Darius_MiSTer.git		MiSTer-devel_Arcade-Darius_MiSTer	Triple screen
_Arcade	D-Con		yes	https://github.com/MiSTer-devel/Arcade-Dcon_MiSTer.git		MiSTer-devel_Arcade-Dcon_MiSTer	
_Arcade	Deco16		yes	https://github.com/MiSTer-devel/Arcade-Deco16_Mister.git		MiSTer-devel_Arcade-Deco16_Mister	
_Arcade	Deco Cassette System		yes	https://github.com/MiSTer-devel/Arcade-DECOCassette_MiSTer.git		MiSTer-devel_Arcade-DECOCassette_MiSTer	
_Arcade	Defender		no	https://github.com/MiSTer-devel/Arcade-Defender_MiSTer.git		MiSTer-devel_Arcade-Defender_MiSTer	
_Arcade	Denjin Makai		yes	https://github.com/MiSTer-devel/Arcade-DenjinMakai_MiSTer.git		MiSTer-devel_Arcade-DenjinMakai_MiSTer	
_Arcade	Dig Dug		no	https://github.com/MiSTer-devel/Arcade-DigDug_MiSTer.git		MiSTer-devel_Arcade-DigDug_MiSTer	
_Arcade	Dominos		no	https://github.com/MiSTer-devel/Arcade-Dominos_MiSTer.git		MiSTer-devel_Arcade-Dominos_MiSTer	
_Arcade	Donkey Kong 3		no	https://github.com/MiSTer-devel/Arcade-DonkeyKong3_MiSTer.git		MiSTer-devel_Arcade-DonkeyKong3_MiSTer	
_Arcade	Donkey Kong		no	https://github.com/MiSTer-devel/Arcade-DonkeyKong_MiSTer.git		MiSTer-devel_Arcade-DonkeyKong_MiSTer	
_Arcade	Donkey Kong Junior / Donkey Kong Jr.		no	https://github.com/MiSTer-devel/Arcade-DonkeyKongJunior_MiSTer.git		MiSTer-devel_Arcade-DonkeyKongJunior_MiSTer	
_Arcade	Dottori-Kun		no	https://github.com/MiSTer-devel/Arcade-DottoriKun_MiSTer.git		MiSTer-devel_Arcade-DottoriKun_MiSTer	
_Arcade	The Tower of Druaga		no	https://github.com/MiSTer-devel/Arcade-Druaga_MiSTer.git		MiSTer-devel_Arcade-Druaga_MiSTer	
_Arcade	Exerion		no	https://github.com/MiSTer-devel/Arcade-Exerion_MiSTer.git		MiSTer-devel_Arcade-Exerion_MiSTer	
_Arcade	Exidy2		no	https://github.com/MiSTer-devel/Arcade-Exidy2_MiSTer.git		MiSTer-devel_Arcade-Exidy2_MiSTer	
_Arcade	Express Raider		no	https://github.com/MiSTer-devel/Arcade-ExpressRaider_MiSTer.git		MiSTer-devel_Arcade-ExpressRaider_MiSTer	
_Arcade	Finalizer - Super Transformation		no	https://github.com/MiSTer-devel/Arcade-Finalizer_MiSTer.git		MiSTer-devel_Arcade-Finalizer_MiSTer	
_Arcade	Food Fight		no	https://github.com/MiSTer-devel/Arcade-FoodFight_MiSTer.git		MiSTer-devel_Arcade-FoodFight_MiSTer	
_Arcade	Freeze		no	https://github.com/MiSTer-devel/Arcade-Freeze_MiSTer.git		MiSTer-devel_Arcade-Freeze_MiSTer	
_Arcade	Frenzy		no	https://github.com/MiSTer-devel/Arcade-Frenzy_MiSTer.git		MiSTer-devel_Arcade-Frenzy_MiSTer	
_Arcade	Galaga		no	https://github.com/MiSTer-devel/Arcade-Galaga_MiSTer.git		MiSTer-devel_Arcade-Galaga_MiSTer	
_Arcade	Galaxian		no	https://github.com/MiSTer-devel/Arcade-Galaxian_MiSTer.git		MiSTer-devel_Arcade-Galaxian_MiSTer	
_Arcade	Galivan		no	https://github.com/MiSTer-devel/Arcade-Galivan_MiSTer.git		MiSTer-devel_Arcade-Galivan_MiSTer	
_Arcade	Gaplus / Galaga 3		no	https://github.com/MiSTer-devel/Arcade-Gaplus_MiSTer.git		MiSTer-devel_Arcade-Gaplus_MiSTer	
_Arcade	Gauntlet		yes	https://github.com/MiSTer-devel/Arcade-Gauntlet_MiSTer.git		MiSTer-devel_Arcade-Gauntlet_MiSTer	
_Arcade	Godzilla		yes	https://github.com/MiSTer-devel/Arcade-Godzilla_MiSTer.git		MiSTer-devel_Arcade-Godzilla_MiSTer	
_Arcade	Gulf War II		yes	https://github.com/MiSTer-devel/Arcade-GulfWarII_MiSTer.git		MiSTer-devel_Arcade-GulfWarII_MiSTer	
_Arcade	SD Gundam Psycho Salamander no Kyoui		yes	https://github.com/MiSTer-devel/Arcade-GundamSD_MiSTer.git		MiSTer-devel_Arcade-GundamSD_MiSTer	
_Arcade	Gyruss		no	https://github.com/MiSTer-devel/Arcade-Gyruss_MiSTer.git		MiSTer-devel_Arcade-Gyruss_MiSTer	
_Arcade	Heated Barrel		yes	https://github.com/MiSTer-devel/Arcade-HeatedBarrel_MiSTer.git		MiSTer-devel_Arcade-HeatedBarrel_MiSTer	
_Arcade	IGS PGM		yes	https://github.com/MiSTer-devel/Arcade-IGSPGM_MiSTer.git		MiSTer-devel_Arcade-IGSPGM_MiSTer	
_Arcade	Ikari Warriors		yes	https://github.com/MiSTer-devel/Arcade-IkariWarriors_MiSTer.git		MiSTer-devel_Arcade-IkariWarriors_MiSTer	
_Arcade	Inferno		no	https://github.com/MiSTer-devel/Arcade-Inferno_MiSTer.git		MiSTer-devel_Arcade-Inferno_MiSTer	
_Arcade	Irem M107		yes	https://github.com/MiSTer-devel/Arcade-IremM107_MiSTer.git		MiSTer-devel_Arcade-IremM107_MiSTer	
_Arcade	Irem M62		yes	https://github.com/MiSTer-devel/Arcade-IremM62_MiSTer.git		MiSTer-devel_Arcade-IremM62_MiSTer	
_Arcade	Irem M72		yes	https://github.com/MiSTer-devel/Arcade-IremM72_MiSTer.git		MiSTer-devel_Arcade-IremM72_MiSTer	
_Arcade	Irem M90		yes	https://github.com/MiSTer-devel/Arcade-IremM90_MiSTer.git		MiSTer-devel_Arcade-IremM90_MiSTer	
_Arcade	Irem M92		yes	https://github.com/MiSTer-devel/Arcade-IremM92_MiSTer.git		MiSTer-devel_Arcade-IremM92_MiSTer	
_Arcade	Iron Horse		no	https://github.com/MiSTer-devel/Arcade-IronHorse_MiSTer.git		MiSTer-devel_Arcade-IronHorse_MiSTer	
_Arcade	Jackal		yes	https://github.com/MiSTer-devel/Arcade-Jackal_MiSTer.git		MiSTer-devel_Arcade-Jackal_MiSTer	
_Arcade	Jailbreak		no	https://github.com/MiSTer-devel/Arcade-Jailbreak_MiSTer.git		MiSTer-devel_Arcade-Jailbreak_MiSTer	
_Arcade	Joust 2: Survival of the Fittest		no	https://github.com/MiSTer-devel/Arcade-Joust2_MiSTer.git		MiSTer-devel_Arcade-Joust2_MiSTer	
_Arcade	Juno First		no	https://github.com/MiSTer-devel/Arcade-JunoFirst_MiSTer.git		MiSTer-devel_Arcade-JunoFirst_MiSTer	
_Arcade	Kangaroo		no	https://github.com/MiSTer-devel/Arcade-Kangaroo_MiSTer.git		MiSTer-devel_Arcade-Kangaroo_MiSTer	
_Arcade	Kick And Run		no	https://github.com/MiSTer-devel/Arcade-KickAndRun_MiSTer.git		MiSTer-devel_Arcade-KickAndRun_MiSTer	
_Arcade	Klax		no	https://github.com/MiSTer-devel/Arcade-Klax_MiSTer.git		MiSTer-devel_Arcade-Klax_MiSTer	
_Arcade	Kyugo System		no	https://github.com/MiSTer-devel/Arcade-Kyugo_MiSTer.git		MiSTer-devel_Arcade-Kyugo_MiSTer	
_Arcade	Lady Bug		no	https://github.com/MiSTer-devel/Arcade-LadyBug_MiSTer.git		MiSTer-devel_Arcade-LadyBug_MiSTer	
_Arcade	Laserdisc Games		yes	https://github.com/MiSTer-devel/Arcade-LaserdiscGames_MiSTer.git		MiSTer-devel_Arcade-LaserdiscGames_MiSTer	
_Arcade	Legionnaire		yes	https://github.com/MiSTer-devel/Arcade-Legionnaire_MiSTer.git		MiSTer-devel_Arcade-Legionnaire_MiSTer	
_Arcade	Major Havoc		yes	https://github.com/MiSTer-devel/Arcade-MajorHavoc_MiSTer.git		MiSTer-devel_Arcade-MajorHavoc_MiSTer	
_Arcade	Mario Bros		no	https://github.com/MiSTer-devel/Arcade-MarioBros_MiSTer.git		MiSTer-devel_Arcade-MarioBros_MiSTer	
_Arcade	Bally Midway MCR-1		yes	https://github.com/MiSTer-devel/Arcade-MCR1_MiSTer.git		MiSTer-devel_Arcade-MCR1_MiSTer	
_Arcade	Bally Midway MCR-2		yes	https://github.com/MiSTer-devel/Arcade-MCR2_MiSTer.git		MiSTer-devel_Arcade-MCR2_MiSTer	
_Arcade	Bally Midway MCR-3		yes	https://github.com/MiSTer-devel/Arcade-MCR3_MiSTer.git		MiSTer-devel_Arcade-MCR3_MiSTer	
_Arcade	Bally Midway MCR-Monoboard		yes	https://github.com/MiSTer-devel/Arcade-MCR3Mono_MiSTer.git		MiSTer-devel_Arcade-MCR3Mono_MiSTer	
_Arcade	Bally Midway MCR-Scroll		yes	https://github.com/MiSTer-devel/Arcade-MCR3Scroll_MiSTer.git		MiSTer-devel_Arcade-MCR3Scroll_MiSTer	
_Arcade	Missile Command		no	https://github.com/MiSTer-devel/Arcade-MissileCommand_MiSTer.git		MiSTer-devel_Arcade-MissileCommand_MiSTer	
_Arcade	Moon Patrol		yes	https://github.com/MiSTer-devel/Arcade-MoonPatrol_MiSTer.git		MiSTer-devel_Arcade-MoonPatrol_MiSTer	
_Arcade	Mr. Do!		no	https://github.com/MiSTer-devel/Arcade-MrDo_MiSTer.git		MiSTer-devel_Arcade-MrDo_MiSTer	
_Arcade	Mr. Jong		no	https://github.com/MiSTer-devel/Arcade-MrJong_MiSTer.git		MiSTer-devel_Arcade-MrJong_MiSTer	
_Arcade	Mystic Marathon		no	https://github.com/MiSTer-devel/Arcade-MysticMarathon_MiSTer.git		MiSTer-devel_Arcade-MysticMarathon_MiSTer	
_Arcade	Naughty Boy		no	https://github.com/MiSTer-devel/Arcade-NaughtyBoy_MiSTer.git		MiSTer-devel_Arcade-NaughtyBoy_MiSTer	
_Arcade	Night Slashers		yes	https://github.com/MiSTer-devel/Arcade-NightSlashers_MiSTer.git		MiSTer-devel_Arcade-NightSlashers_MiSTer	
_Arcade	Ninja-Kun: Majō no Bōken		no	https://github.com/MiSTer-devel/Arcade-NinjaKun_MiSTer.git		MiSTer-devel_Arcade-NinjaKun_MiSTer	
_Arcade	Pac-Man / Puck Man		no	https://github.com/MiSTer-devel/Arcade-Pacman_MiSTer.git		MiSTer-devel_Arcade-Pacman_MiSTer	
_Arcade	Pengo		no	https://github.com/MiSTer-devel/Arcade-Pengo_MiSTer.git		MiSTer-devel_Arcade-Pengo_MiSTer	
_Arcade	PenguinKunWars		no	https://github.com/MiSTer-devel/Arcade-PenguinKunWars_MiSTer.git		MiSTer-devel_Arcade-PenguinKunWars_MiSTer	
_Arcade	Performan		no	https://github.com/MiSTer-devel/Arcade-Performan_MiSTer.git		MiSTer-devel_Arcade-Performan_MiSTer	
_Arcade	Phoenix		no	https://github.com/MiSTer-devel/Arcade-Phoenix_MiSTer.git		MiSTer-devel_Arcade-Phoenix_MiSTer	
_Arcade	Pleiads		no	https://github.com/MiSTer-devel/Arcade-Pleiads_MiSTer.git		MiSTer-devel_Arcade-Pleiads_MiSTer	
_Arcade	PolyPlay		no	https://github.com/MiSTer-devel/Arcade-PolyPlay_MiSTer.git		MiSTer-devel_Arcade-PolyPlay_MiSTer	
_Arcade	Pong		no	https://github.com/MiSTer-devel/Arcade-Pong_MiSTer.git		MiSTer-devel_Arcade-Pong_MiSTer	
_Arcade	Pooyan		no	https://github.com/MiSTer-devel/Arcade-Pooyan_MiSTer.git		MiSTer-devel_Arcade-Pooyan_MiSTer	
_Arcade	Popeye		no	https://github.com/MiSTer-devel/Arcade-Popeye_MiSTer.git		MiSTer-devel_Arcade-Popeye_MiSTer	
_Arcade	PsikyoSH2		yes	https://github.com/MiSTer-devel/Arcade-PsikyoSH2_MiSTer.git		MiSTer-devel_Arcade-PsikyoSH2_MiSTer	
_Arcade	Psychic 5		no	https://github.com/MiSTer-devel/Arcade-Psychic5_MiSTer.git		MiSTer-devel_Arcade-Psychic5_MiSTer	
_Arcade	QBert		no	https://github.com/MiSTer-devel/Arcade-QBert_MiSTer.git		MiSTer-devel_Arcade-QBert_MiSTer	
_Arcade	Qix		no	https://github.com/MiSTer-devel/Arcade-Qix_MiSTer.git		MiSTer-devel_Arcade-Qix_MiSTer	
_Arcade	Raiden		yes	https://github.com/MiSTer-devel/Arcade-Raiden_MiSTer.git		MiSTer-devel_Arcade-Raiden_MiSTer	
_Arcade	Rally-X		no	https://github.com/MiSTer-devel/Arcade-RallyX_MiSTer.git		MiSTer-devel_Arcade-RallyX_MiSTer	
_Arcade	River Patrol		no	https://github.com/MiSTer-devel/Arcade-RiverPatrol_MiSTer.git		MiSTer-devel_Arcade-RiverPatrol_MiSTer	
_Arcade	Robotron 2084		no	https://github.com/MiSTer-devel/Arcade-Robotron_MiSTer.git		MiSTer-devel_Arcade-Robotron_MiSTer	
_Arcade	Rush'n Attack / Green Beret		no	https://github.com/MiSTer-devel/Arcade-RushnAttack_MiSTer.git		MiSTer-devel_Arcade-RushnAttack_MiSTer	
_Arcade	Salamander		no	https://github.com/MiSTer-devel/Arcade-Salamander_MiSTer.git		MiSTer-devel_Arcade-Salamander_MiSTer	
_Arcade	Scooter Shooter		no	https://github.com/MiSTer-devel/Arcade-ScooterShooter_MiSTer.git		MiSTer-devel_Arcade-ScooterShooter_MiSTer	
_Arcade	Scramble		yes	https://github.com/MiSTer-devel/Arcade-Scramble_MiSTer.git		MiSTer-devel_Arcade-Scramble_MiSTer	
_Arcade	SD Gundam Sangokushi Rainbow Tairiku Senki		yes	https://github.com/MiSTer-devel/Arcade-SDGundamRainbow_MiSTer.git		MiSTer-devel_Arcade-SDGundamRainbow_MiSTer	
_Arcade	Sega G80V		yes	https://github.com/MiSTer-devel/Arcade-SegaG80V_MiSTer.git		MiSTer-devel_Arcade-SegaG80V_MiSTer	
_Arcade	Sega System 1		no	https://github.com/MiSTer-devel/Arcade-SEGASYS1_MiSTer.git		MiSTer-devel_Arcade-SEGASYS1_MiSTer	
_Arcade	Sega/Gremlin VIC Z80 Arcade hardware		yes	https://github.com/MiSTer-devel/Arcade-SegaVICZ80_MiSTer.git		MiSTer-devel_Arcade-SegaVICZ80_MiSTer	
_Arcade	Silver Land		no	https://github.com/MiSTer-devel/Arcade-SilverLand_MiSTer.git		MiSTer-devel_Arcade-SilverLand_MiSTer	
_Arcade	Slap Fight / ALCON		no	https://github.com/MiSTer-devel/Arcade-SlapFight_MiSTer.git		MiSTer-devel_Arcade-SlapFight_MiSTer	
_Arcade	SNK 6502 Arcade hardware		no	https://github.com/MiSTer-devel/Arcade-SNK6502_MiSTer.git		MiSTer-devel_Arcade-SNK6502_MiSTer	
