category	name	home	sdram	repository	branch	source_id	status	build_script	artifact	timing	hardware	comments
_Arcade	StarForce		no	https://github.com/MiSTer-devel/Arcade-StarForce_MiSTer.git		MiSTer-devel_Arcade-StarForce_MiSTer	not-ported			not-run	not-run	
_Arcade	Star Wars		yes	https://github.com/MiSTer-devel/Arcade-StarWars_MiSTer.git		MiSTer-devel_Arcade-StarWars_MiSTer	not-ported			not-run	not-run	
_Arcade	Subs		yes	https://github.com/MiSTer-devel/Arcade-Subs_MiSTer.git		MiSTer-devel_Arcade-Subs_MiSTer	not-ported			not-run	not-run	
_Arcade	Super Breakout		no	https://github.com/MiSTer-devel/Arcade-SuperBreakout_MiSTer.git		MiSTer-devel_Arcade-SuperBreakout_MiSTer	not-ported			not-run	not-run	
_Arcade	Super Locomotive		no	https://github.com/MiSTer-devel/Arcade-SuprLoco_MiSTer.git		MiSTer-devel_Arcade-SuprLoco_MiSTer	not-ported			not-run	not-run	
_Arcade	Taito F2		yes	https://github.com/MiSTer-devel/Arcade-TaitoF2_MiSTer.git		MiSTer-devel_Arcade-TaitoF2_MiSTer	not-ported			not-run	not-run	
_Arcade	Taito System SJ		no	https://github.com/MiSTer-devel/Arcade-TaitoSystemSJ_MiSTer.git		MiSTer-devel_Arcade-TaitoSystemSJ_MiSTer	not-ported			not-run	not-run	
_Arcade	Tank Battalion		no	https://github.com/MiSTer-devel/Arcade-TankBattalion_MiSTer.git		MiSTer-devel_Arcade-TankBattalion_MiSTer	not-ported			not-run	not-run	
_Arcade	Tecmo		yes	https://github.com/MiSTer-devel/Arcade-Tecmo_MiSTer.git		MiSTer-devel_Arcade-Tecmo_MiSTer	not-ported			not-run	not-run	
_Arcade	Tempest		yes	https://github.com/MiSTer-devel/Arcade-Tempest_MiSTer.git		MiSTer-devel_Arcade-Tempest_MiSTer	not-ported			not-run	not-run	
_Arcade	TIA-MC1		no	https://github.com/MiSTer-devel/Arcade-TIAMC1_MiSTer.git		MiSTer-devel_Arcade-TIAMC1_MiSTer	not-ported			not-run	not-run	
_Arcade	Time Pilot '84		no	https://github.com/MiSTer-devel/Arcade-TimePilot84_MISTer.git		MiSTer-devel_Arcade-TimePilot84_MISTer	not-ported			not-run	not-run	
_Arcade	Time Pilot		no	https://github.com/MiSTer-devel/Arcade-TimePilot_MiSTer.git		MiSTer-devel_Arcade-TimePilot_MiSTer	not-ported			not-run	not-run	
_Arcade	T.N.K. III		no	https://github.com/MiSTer-devel/Arcade-TNKIII_MiSTer.git		MiSTer-devel_Arcade-TNKIII_MiSTer	not-ported			not-run	not-run	
_Arcade	Toobin'		yes	https://github.com/MiSTer-devel/Arcade-Toobin_MiSTer.git		MiSTer-devel_Arcade-Toobin_MiSTer	not-ported			not-run	not-run	
_Arcade	Traverse USA		no	https://github.com/MiSTer-devel/Arcade-TraverseUSA_MiSTer.git		MiSTer-devel_Arcade-TraverseUSA_MiSTer	not-ported			not-run	not-run	
_Arcade	Trio The Punch — Never Forget Me…		yes	https://github.com/MiSTer-devel/Arcade-TrioThePunch_MiSTer.git		MiSTer-devel_Arcade-TrioThePunch_MiSTer	not-ported			not-run	not-run	
_Arcade	Tropical Angel / New Tropical Angel		yes	https://github.com/MiSTer-devel/Arcade-TropicalAngel_MiSTer.git		MiSTer-devel_Arcade-TropicalAngel_MiSTer	not-ported			not-run	not-run	
_Arcade	Turkey Shoot - The Day They Took Over		no	https://github.com/MiSTer-devel/Arcade-TurkeyShoot_MiSTer.git		MiSTer-devel_Arcade-TurkeyShoot_MiSTer	not-ported			not-run	not-run	
_Arcade	Tutankham		no	https://github.com/MiSTer-devel/Arcade-Tutankham_MiSTer.git		MiSTer-devel_Arcade-Tutankham_MiSTer	not-ported			not-run	not-run	
_Arcade	Ultra Tank		no	https://github.com/MiSTer-devel/Arcade-Ultratank_MiSTer.git		MiSTer-devel_Arcade-Ultratank_MiSTer	not-ported			not-run	not-run	
_Arcade	Vastar		no	https://github.com/MiSTer-devel/Arcade-Vastar_MiSTer.git		MiSTer-devel_Arcade-Vastar_MiSTer	not-ported			not-run	not-run	
_Arcade	VBall		yes	https://github.com/MiSTer-devel/Arcade-VBall_MiSTer.git		MiSTer-devel_Arcade-VBall_MiSTer	not-ported			not-run	not-run	
_Arcade	Xevious		no	https://github.com/MiSTer-devel/Arcade-Xevious_MiSTer.git		MiSTer-devel_Arcade-Xevious_MiSTer	not-ported			not-run	not-run	
_Arcade	Xaind Sleena		yes	https://github.com/MiSTer-devel/Arcade-XSleena_MiSTer.git		MiSTer-devel_Arcade-XSleena_MiSTer	not-ported			not-run	not-run	
_Arcade	Zaxxon		yes	https://github.com/MiSTer-devel/Arcade-Zaxxon_MiSTer.git		MiSTer-devel_Arcade-Zaxxon_MiSTer	not-ported			not-run	not-run	
_Arcade	Zig Zag		no	https://github.com/MiSTer-devel/Arcade-ZigZag_MiSTer.git		MiSTer-devel_Arcade-ZigZag_MiSTer	not-ported			not-run	not-run	
_Arcade	Sky Smasher		yes	https://github.com/MiSTer-devel/Arcade_SkySmasher_MiSTer.git		MiSTer-devel_Arcade_SkySmasher_MiSTer	not-ported			not-run	not-run	
_Arcade	Aleck64		yes	https://github.com/MiSTer-devel/N64_MiSTer.git	Aleck64	MiSTer-devel_N64_MiSTer	not-ported			not-run	not-run	
_Arcade	Sega ST-V		yes	https://github.com/MiSTer-devel/Saturn_MiSTer.git		MiSTer-devel_Saturn_MiSTer	not-ported			not-run	not-run	
_Arcade	Sega System E		yes	https://github.com/MiSTer-devel/SMS_MiSTer.git		MiSTer-devel_SMS_MiSTer	not-ported			not-run	not-run	
_Computer	Acorn Atom	AcornAtom	no	https://github.com/MiSTer-devel/AcornAtom_MiSTer.git		MiSTer-devel_AcornAtom_MiSTer	not-ported			not-run	not-run	
_Computer	Acorn Electron	AcornElectron	yes	https://github.com/MiSTer-devel/AcornElectron_MiSTer.git		MiSTer-devel_AcornElectron_MiSTer	not-ported			not-run	not-run	
_Computer	Alice MC10	AliceMC10	yes	https://github.com/MiSTer-devel/AliceMC10_MiSTer.git		MiSTer-devel_AliceMC10_MiSTer	not-ported			not-run	not-run	
_Computer	Altair 8800	Altair8800	no	https://github.com/MiSTer-devel/Altair8800_Mister.git		MiSTer-devel_Altair8800_Mister	not-ported			not-run	not-run	
_Computer	Amstrad PCW	Amstrad PCW	yes	https://github.com/MiSTer-devel/Amstrad-PCW_MiSTer.git		MiSTer-devel_Amstrad-PCW_MiSTer	not-ported			not-run	not-run	
_Computer	Amstrad CPC 6128	Amstrad	yes	https://github.com/MiSTer-devel/Amstrad_MiSTer.git		MiSTer-devel_Amstrad_MiSTer	not-ported			not-run	not-run	
_Computer	ao486 (PC 486)	AO486	no	https://github.com/MiSTer-devel/ao486_MiSTer.git		MiSTer-devel_ao486_MiSTer	built	scripts/build-ao486-v2.sh	artifacts/ao486-v2/AO486_v2.rbf	pass	pending	
_Computer	Apogee	APOGEE	no	https://github.com/MiSTer-devel/Apogee_MiSTer.git		MiSTer-devel_Apogee_MiSTer	not-ported			not-run	not-run	
_Computer	Apple I	APPLE-I	no	https://github.com/MiSTer-devel/Apple-I_MiSTer.git		MiSTer-devel_Apple-I_MiSTer	packaged	scripts/build-apple1.sh	artifacts/apple1/Apple-I_20260814_FDCD.rbf	pass	pending	
_Computer	Apple II+/IIe	Apple-II	no	https://github.com/MiSTer-devel/Apple-II_MiSTer.git		MiSTer-devel_Apple-II_MiSTer	not-ported			not-run	not-run	
_Computer	Apple IIgs	Apple-IIgs	yes	https://github.com/MiSTer-devel/Apple-IIgs_MiSTer.git		MiSTer-devel_Apple-IIgs_MiSTer	not-ported			not-run	not-run	
_Computer	Apple Lisa	Apple-Lisa	yes	https://github.com/MiSTer-devel/Apple-Lisa_MiSTer.git		MiSTer-devel_Apple-Lisa_MiSTer	not-ported			not-run	not-run	
_Computer	Mattel Aquarius	AQUARIUS	no	https://github.com/MiSTer-devel/Aquarius_MISTer.git		MiSTer-devel_Aquarius_MISTer	not-ported			not-run	not-run	
_Computer	Acorn Archimedes	ARCHIE	yes	https://github.com/MiSTer-devel/Archie_MiSTer.git		MiSTer-devel_Archie_MiSTer	not-ported			not-run	not-run	
_Computer	Atari 800XL	ATARI800	yes	https://github.com/MiSTer-devel/Atari800_MiSTer.git		MiSTer-devel_Atari800_MiSTer	not-ported			not-run	not-run	
_Computer	Atari ST/STe	AtariST	yes	https://github.com/MiSTer-devel/AtariST_MiSTer.git		MiSTer-devel_AtariST_MiSTer	not-ported			not-run	not-run	
_Computer	BBC Micro B, Master	BBCMicro	no	https://github.com/MiSTer-devel/BBCMicro_MiSTer.git		MiSTer-devel_BBCMicro_MiSTer	not-ported			not-run	not-run	
_Computer	Electronika BK0011M	BK0011M	yes	https://github.com/MiSTer-devel/BK0011M_MiSTer.git		MiSTer-devel_BK0011M_MiSTer	not-ported			not-run	not-run	
_Computer	Commodore 128	C128	yes	https://github.com/MiSTer-devel/C128_MiSTer.git		MiSTer-devel_C128_MiSTer	not-ported			not-run	not-run	
_Computer	Commodore 16, Plus/4	C16	no	https://github.com/MiSTer-devel/C16_MiSTer.git		MiSTer-devel_C16_MiSTer	not-ported			not-run	not-run	
_Computer	Commodore 64, Ultimax	C64	yes	https://github.com/MiSTer-devel/C64_MiSTer.git		MiSTer-devel_C64_MiSTer	not-ported			not-run	not-run	
_Computer	Casio PV-2000	Casio_PV-2000	no	https://github.com/MiSTer-devel/Casio_PV-2000_MiSTer.git		MiSTer-devel_Casio_PV-2000_MiSTer	not-ported			not-run	not-run	
_Computer	Color Computer 2, Dragon 32	CoCo2	yes	https://github.com/MiSTer-devel/CoCo2_MiSTer.git		MiSTer-devel_CoCo2_MiSTer	not-ported			not-run	not-run	
_Computer	Color Computer 3	COCO3	yes	https://github.com/MiSTer-devel/CoCo3_MiSTer.git		MiSTer-devel_CoCo3_MiSTer	not-ported			not-run	not-run	
_Computer	Coleco Adam	Adam	yes	https://github.com/MiSTer-devel/ColecoAdam_MiSTer.git		MiSTer-devel_ColecoAdam_MiSTer	not-ported			not-run	not-run	
_Computer	EDSAC	EDSAC	no	https://github.com/MiSTer-devel/EDSAC_MiSTer.git		MiSTer-devel_EDSAC_MiSTer	not-ported			not-run	not-run	
_Computer	Colour Genie EG2000	eg2000	no	https://github.com/MiSTer-devel/EG2000_MiSTer.git		MiSTer-devel_EG2000_MiSTer	not-ported			not-run	not-run	
_Computer	Elan Enterprise	Enterprise	yes	https://github.com/MiSTer-devel/Enterprise_MiSTer.git		MiSTer-devel_Enterprise_MiSTer	not-ported			not-run	not-run	
_Computer	Galaksija	Galaksija	no	https://github.com/MiSTer-devel/Galaksija_MiSTer.git		MiSTer-devel_Galaksija_MiSTer	not-ported			not-run	not-run	
_Computer	Homelab KIT	Homelab	no	https://github.com/MiSTer-devel/Homelab-MiSTer.git		MiSTer-devel_Homelab-MiSTer	not-ported			not-run	not-run	
_Computer	Interact Home Computer	Interact	no	https://github.com/MiSTer-devel/Interact_MiSTer.git		MiSTer-devel_Interact_MiSTer	not-ported			not-run	not-run	
_Computer	IQ 151	IQ151	no	https://github.com/MiSTer-devel/IQ151_MiSTer.git		MiSTer-devel_IQ151_MiSTer	not-ported			not-run	not-run	
_Computer	Jupiter Ace	Jupiter	no	https://github.com/MiSTer-devel/Jupiter_MiSTer.git		MiSTer-devel_Jupiter_MiSTer	not-ported			not-run	not-run	
_Computer	VTech Laser 310	Laser	no	https://github.com/MiSTer-devel/Laser310_MiSTer.git		MiSTer-devel_Laser310_MiSTer	not-ported			not-run	not-run	
_Computer	Camputers Lynx 48k, 96k	Lynx48	no	https://github.com/MiSTer-devel/Lynx48_MiSTer.git		MiSTer-devel_Lynx48_MiSTer	not-ported			not-run	not-run	
_Computer	Apple Macintosh LC	MacLC	yes	https://github.com/MiSTer-devel/MacLC_MiSTer.git		MiSTer-devel_MacLC_MiSTer	not-ported			not-run	not-run	
_Computer	Apple Macintosh Plus	MACPLUS	yes	https://github.com/MiSTer-devel/MacPlus_MiSTer.git		MiSTer-devel_MacPlus_MiSTer	not-ported			not-run	not-run	
_Computer	Commodore Amiga	Amiga	yes	https://github.com/MiSTer-devel/Minimig-AGA_MiSTer.git		MiSTer-devel_Minimig-AGA_MiSTer	packaged	scripts/build-minimig.sh	artifacts/minimig/Minimig_20260814_FDCD.rbf	pass	pending	
_Computer	MSX1	MSX1	no	https://github.com/MiSTer-devel/MSX1_MiSTer.git		MiSTer-devel_MSX1_MiSTer	not-ported			not-run	not-run	
_Computer	MSX	MSX	yes	https://github.com/MiSTer-devel/MSX_MiSTer.git		MiSTer-devel_MSX_MiSTer	not-ported			not-run	not-run	
_Computer	MultiComp	MultiComp	no	https://github.com/MiSTer-devel/MultiComp_MiSTer.git		MiSTer-devel_MultiComp_MiSTer	not-ported			not-run	not-run	
_Computer	Ondra SPO 186	Ondra_SPO186	no	https://github.com/MiSTer-devel/OndraSPO186_MiSTer.git		MiSTer-devel_OndraSPO186_MiSTer	not-ported			not-run	not-run	
_Computer	Orao	ORAO	no	https://github.com/MiSTer-devel/Orao_MiSTer.git		MiSTer-devel_Orao_MiSTer	not-ported			not-run	not-run	
_Computer	Oric-1, Oric Atmos	Oric	no	https://github.com/MiSTer-devel/Oric_MiSTer.git		MiSTer-devel_Oric_MiSTer	not-ported			not-run	not-run	
_Computer	NEC PC-8801	PC8801	yes	https://github.com/MiSTer-devel/PC88_MiSTer.git		MiSTer-devel_PC88_MiSTer	not-ported			not-run	not-run	
_Computer	PCjr	PCjr	yes	https://github.com/MiSTer-devel/PCjr_MiSTer.git		MiSTer-devel_PCjr_MiSTer	not-ported			not-run	not-run	
_Computer	IBM PC/XT EGA	PCXT-EGA	yes	https://github.com/MiSTer-devel/PCXT-EGA_MiSTer.git		MiSTer-devel_PCXT-EGA_MiSTer	not-ported			not-run	not-run	
_Computer	IBM PC/XT	PCXT	yes	https://github.com/MiSTer-devel/PCXT_MiSTer.git		MiSTer-devel_PCXT_MiSTer	built	scripts/build-pcxt-v2.sh	artifacts/pcxt-v2/PCXT_v2.rbf	pass	pending	
_Computer	DEC PDP-1	PDP1	no	https://github.com/MiSTer-devel/PDP1_MiSTer.git		MiSTer-devel_PDP1_MiSTer	not-ported			not-run	not-run	
_Computer	Commodore PET	PET2001	no	https://github.com/MiSTer-devel/PET2001_MiSTer.git		MiSTer-devel_PET2001_MiSTer	not-ported			not-run	not-run	
_Computer	PMD 85	PMD85	yes	https://github.com/MiSTer-devel/PMD85_MiSTer.git		MiSTer-devel_PMD85_MiSTer	not-ported			not-run	not-run	
_Computer	Sinclair QL	QL	yes	https://github.com/MiSTer-devel/QL_MiSTer.git		MiSTer-devel_QL_MiSTer	not-ported			not-run	not-run	
_Computer	Bandai RX-78	RX78	no	https://github.com/MiSTer-devel/RX-78_MiSTer.git		MiSTer-devel_RX-78_MiSTer	not-ported			not-run	not-run	
_Computer	SAM Coupé	SAMCOUPE	yes	https://github.com/MiSTer-devel/SAM-Coupe_MiSTer.git		MiSTer-devel_SAM-Coupe_MiSTer	not-ported			not-run	not-run	
_Computer	Sharp MZ	SharpMZ	no	https://github.com/MiSTer-devel/SharpMZ_MiSTer.git		MiSTer-devel_SharpMZ_MiSTer	not-ported			not-run	not-run	
_Computer	Sord M5	Sord M5	no	https://github.com/MiSTer-devel/SordM5_MiSTer.git		MiSTer-devel_SordM5_MiSTer	not-ported			not-run	not-run	
_Computer	Specialist/MX	SPMX	no	https://github.com/MiSTer-devel/Specialist_MiSTer.git		MiSTer-devel_Specialist_MiSTer	not-ported			not-run	not-run	
_Computer	Spectravideo SV-328	SVI328	yes	https://github.com/MiSTer-devel/SVI328_MiSTer.git		MiSTer-devel_SVI328_MiSTer	not-ported			not-run	not-run	
_Computer	Tandy 1000	Tandy1000	yes	https://github.com/MiSTer-devel/Tandy1000_MiSTer.git		MiSTer-devel_Tandy1000_MiSTer	not-ported			not-run	not-run	
_Computer	Tatung Einstein TC-01	TatungEinstein	no	https://github.com/MiSTer-devel/TatungEinstein_MiSTer.git		MiSTer-devel_TatungEinstein_MiSTer	not-ported			not-run	not-run	
_Computer	TI-99/4A	TI-99_4A	yes	https://github.com/MiSTer-devel/TI-99_4A_MiSTer.git		MiSTer-devel_TI-99_4A_MiSTer	not-ported			not-run	not-run	
_Computer	TK2000	TK2000	no	https://github.com/MiSTer-devel/TK2000_MiSTer.git		MiSTer-devel_TK2000_MiSTer	not-ported			not-run	not-run	
_Computer	Tomy Tutor	TomyTutor	no	https://github.com/MiSTer-devel/TomyTutor_MiSTer.git		MiSTer-devel_TomyTutor_MiSTer	not-ported			not-run	not-run	
_Computer	TRS-80 Model 1	TRS-80	no	https://github.com/MiSTer-devel/TRS-80_MiSTer.git		MiSTer-devel_TRS-80_MiSTer	not-ported			not-run	not-run	
_Computer	TSConf	TSConf	yes	https://github.com/MiSTer-devel/TSConf_MiSTer.git		MiSTer-devel_TSConf_MiSTer	not-ported			not-run	not-run	
_Computer	Compukit UK101	UK101	no	https://github.com/MiSTer-devel/UK101_MiSTer.git		MiSTer-devel_UK101_MiSTer	not-ported			not-run	not-run	
_Computer	Vector-06C	VECTOR06	no	https://github.com/MiSTer-devel/Vector-06C_MiSTer.git		MiSTer-devel_Vector-06C_MiSTer	not-ported			not-run	not-run	
_Computer	Commodore VIC-20	VIC20	no	https://github.com/MiSTer-devel/VIC20_MiSTer.git		MiSTer-devel_VIC20_MiSTer	not-ported			not-run	not-run	
_Computer	VT52	VT52	no	https://github.com/MiSTer-devel/VT52_MiSTer.git		MiSTer-devel_VT52_MiSTer	not-ported			not-run	not-run	
_Computer	Sharp X68000	X68000	yes	https://github.com/MiSTer-devel/X68000_MiSTer.git		MiSTer-devel_X68000_MiSTer	not-ported			not-run	not-run	
_Computer	ZX Spectrum	Spectrum	yes	https://github.com/MiSTer-devel/ZX-Spectrum_MISTer.git		MiSTer-devel_ZX-Spectrum_MISTer	not-ported			not-run	not-run	
_Computer	ZX81	ZX81	no	https://github.com/MiSTer-devel/ZX81_MiSTer.git		MiSTer-devel_ZX81_MiSTer	not-ported			not-run	not-run	
_Computer	ZX Spectrum Next	ZXNext	yes	https://github.com/MiSTer-devel/ZXNext_MISTer.git		MiSTer-devel_ZXNext_MISTer	not-ported			not-run	not-run	
_Console	3DO	3DO	yes	https://github.com/MiSTer-devel/3DO_MiSTer.git		MiSTer-devel_3DO_MiSTer	not-ported			not-run	not-run	
_Console	Adventure Vision	AVision	no	https://github.com/MiSTer-devel/AdventureVision_MiSTer.git		MiSTer-devel_AdventureVision_MiSTer	not-ported			not-run	not-run	
_Console	Emerson Arcadia 2001	Arcadia	no	https://github.com/MiSTer-devel/Arcadia_MiSTer.git		MiSTer-devel_Arcadia_MiSTer	not-ported			not-run	not-run	
_Console	Bally Astrocade	Astrocade	no	https://github.com/MiSTer-devel/Astrocade_MiSTer.git		MiSTer-devel_Astrocade_MiSTer	not-ported			not-run	not-run	
_Console	Atari 7800, 2600	ATARI7800	yes	https://github.com/MiSTer-devel/Atari7800_MiSTer.git		MiSTer-devel_Atari7800_MiSTer	built	scripts/build-atari7800-v2.sh	artifacts/atari7800-v2/Atari7800_v2.rbf	pass	load-pass	Combined 7800/2600 persona; Agilex 5 fit 58% ALMs; DQ setup/hold +2.849/+8.668 ns; zero unconstrained endpoints; guarded board load passed, content test pending
_Console	Atari 5200	ATARI5200	yes	https://github.com/MiSTer-devel/Atari800_MiSTer.git		MiSTer-devel_Atari800_MiSTer	not-ported			not-run	not-run	Ignore-Extra-Releases-Files
_Console	Atari Lynx	AtariLynx	yes	https://github.com/MiSTer-devel/AtariLynx_MiSTer.git		MiSTer-devel_AtariLynx_MiSTer	not-ported			not-run	not-run	
_Console	Atari Lynx 2P	AtariLynx	yes	https://github.com/MiSTer-devel/AtariLynx_MiSTer.git	Lynx2P	MiSTer-devel_AtariLynx_MiSTer	not-ported			not-run	not-run	
_Console	AY-3-8500 (Pong-on-a-chip)	AY-3-8500	no	https://github.com/MiSTer-devel/AY-3-8500-MiSTer.git		MiSTer-devel_AY-3-8500-MiSTer	built	scripts/build-ay38500-v2.sh	artifacts/ay38500-v2/AY-3-8500_v2.rbf	pass	pending	
_Console	BBC Bridge Companion	BBCBridgeCompanion	no	https://github.com/MiSTer-devel/BBCBridgeCompanion_MiSTer.git		MiSTer-devel_BBCBridgeCompanion_MiSTer	not-ported			not-run	not-run	
_Console	Casio PV-1000	Casio_PV-1000	no	https://github.com/MiSTer-devel/Casio_PV-1000_MiSTer.git		MiSTer-devel_Casio_PV-1000_MiSTer	not-ported			not-run	not-run	
_Console	Philips CD-i	CD-i	yes	https://github.com/MiSTer-devel/CDi_MiSTer.git		MiSTer-devel_CDi_MiSTer	not-ported			not-run	not-run	
_Console	Fairchild Channel F	ChannelF	no	https://github.com/MiSTer-devel/ChannelF_MiSTer.git		MiSTer-devel_ChannelF_MiSTer	not-ported			not-run	not-run	
_Console	ColecoVision, SG-1000	Coleco	yes	https://github.com/MiSTer-devel/ColecoVision_MiSTer.git		MiSTer-devel_ColecoVision_MiSTer	not-ported			not-run	not-run	
_Console	VTech CreatiVision	CreatiVision	no	https://github.com/MiSTer-devel/CreatiVision_MiSTer.git		MiSTer-devel_CreatiVision_MiSTer	not-ported			not-run	not-run	
_Console	Gamate	Gamate	yes	https://github.com/MiSTer-devel/Gamate_MiSTer.git		MiSTer-devel_Gamate_MiSTer	not-ported			not-run	not-run	
_Console	Game And Watch	Game And Watch	yes	https://github.com/MiSTer-devel/GameAndWatch_MiSTer.git		MiSTer-devel_GameAndWatch_MiSTer	not-ported			not-run	not-run	
_Console	Game Boy, Game Boy Color	GAMEBOY	yes	https://github.com/MiSTer-devel/Gameboy_MiSTer.git		MiSTer-devel_Gameboy_MiSTer	not-ported			not-run	not-run	
_Console	Game Boy, Game Boy Color 2P	GAMEBOY2P	yes	https://github.com/MiSTer-devel/Gameboy_MiSTer.git	Gameboy2P	MiSTer-devel_Gameboy_MiSTer	not-ported			not-run	not-run	
_Console	Game Boy Advance	GBA	no	https://github.com/MiSTer-devel/GBA_MiSTer.git		MiSTer-devel_GBA_MiSTer	not-ported			not-run	not-run	
_Console	Game Boy Advance 2P	GBA2P	yes	https://github.com/MiSTer-devel/GBA_MiSTer.git	GBA2P	MiSTer-devel_GBA_MiSTer	not-ported			not-run	not-run	
_Console	Game & Watch	GameNWatch	yes	https://github.com/MiSTer-devel/GnW_MiSTer.git		MiSTer-devel_GnW_MiSTer	not-ported			not-run	not-run	
_Console	Intellivision	Intellivision	no	https://github.com/MiSTer-devel/Intv_MiSTer.git		MiSTer-devel_Intv_MiSTer	not-ported			not-run	not-run	
_Console	Atari Jaguar	Jaguar	yes	https://github.com/MiSTer-devel/Jaguar_MiSTer.git		MiSTer-devel_Jaguar_MiSTer	built	scripts/build-jaguar-v2.sh	artifacts/jaguar-v2/Jaguar_v2.rbf	pass	load-pass	53.125 MHz core and 106.25 MHz SDRAM; DQ setup +1.664 ns; zero unconstrained endpoints; guarded board load passed, BIOS/content test pending
_Console	Sega CD/Mega-CD	MegaCD	yes	https://github.com/MiSTer-devel/MegaCD_MiSTer.git		MiSTer-devel_MegaCD_MiSTer	not-ported			not-run	not-run	
_Console	Sega Mega Drive/Genesis	MegaDrive	yes	https://github.com/MiSTer-devel/MegaDrive_MiSTer.git		MiSTer-devel_MegaDrive_MiSTer	not-ported			not-run	not-run	
_Console	Nichibutsu My Vision	MyVision	no	https://github.com/MiSTer-devel/MyVision_MiSTer.git		MiSTer-devel_MyVision_MiSTer	not-ported			not-run	not-run	
_Console	Nintendo 64	N64	yes	https://github.com/MiSTer-devel/N64_MiSTer.git		MiSTer-devel_N64_MiSTer	built	scripts/build-n64-v2.sh	artifacts/n64-v2/N64_v2_ntsc_bringup.rbf	pass	pending	Fixed-NTSC bring-up; Agilex RAM adapters complete; 93% ALMs; global setup +0.859 ns; zero unconstrained endpoints; hardware validation pending
_Console	Neo Geo MVS/AES	NEOGEO	yes	https://github.com/MiSTer-devel/NeoGeo_MiSTer.git		MiSTer-devel_NeoGeo_MiSTer	not-ported			not-run	not-run	
_Console	Nintendo Entertainment System (NES)	NES	yes	https://github.com/MiSTer-devel/NES_MiSTer.git		MiSTer-devel_NES_MiSTer	packaged	scripts/build-nes-v2.sh	artifacts/nes-v2/NES_v2.rbf	pass	pending	
_Console	Neo Geo Pocket Color	NGPC	yes	https://github.com/MiSTer-devel/NGPC_MiSTer.git		MiSTer-devel_NGPC_MiSTer	not-ported			not-run	not-run	
_Console	Magnavox Odyssey²	ODYSSEY2	no	https://github.com/MiSTer-devel/Odyssey2_MiSTer.git		MiSTer-devel_Odyssey2_MiSTer	not-ported			not-run	not-run	
_Console	Pokémon Mini	PokemonMini	yes	https://github.com/MiSTer-devel/PokemonMini_MiSTer.git		MiSTer-devel_PokemonMini_MiSTer	not-ported			not-run	not-run	
_Console	PlayStation (PSX)	PSX	yes	https://github.com/MiSTer-devel/PSX_MiSTer.git		MiSTer-devel_PSX_MiSTer	built	scripts/build-psx-v2.sh	artifacts/psx-v2/PSX_v2_ntsc_bringup.rbf	pass	load-pass	Agilex SDRAM capture pipeline; global setup +0.477 ns; zero unconstrained endpoints; guarded board load passed, BIOS/content test pending
_Console	Sega 32X	S32X	yes	https://github.com/MiSTer-devel/S32X_MiSTer.git		MiSTer-devel_S32X_MiSTer	not-ported			not-run	not-run	
_Console	Sega Saturn	Saturn	yes	https://github.com/MiSTer-devel/Saturn_MiSTer.git		MiSTer-devel_Saturn_MiSTer	built	scripts/build-saturn-v2.sh	artifacts/saturn-v2/Saturn_v2_ntsc_light_bringup.rbf	pass	pending	Quartus 25 clean build; LIGHT_SATURN maps VDP2 and SCSP to native SDRAM, with remaining memory on HPS LPDDR4; hardware validation pending
_Console	Super Game Boy	SGB	yes	https://github.com/MiSTer-devel/SGB_MiSTer.git		MiSTer-devel_SGB_MiSTer	not-ported			not-run	not-run	
_Console	Sega Master System, Game Gear	SMS	yes	https://github.com/MiSTer-devel/SMS_MiSTer.git		MiSTer-devel_SMS_MiSTer	built	scripts/build-sms-v2.sh	artifacts/sms-v2/SMS_v2.rbf	pass	pending	
_Console	Sega Game Gear 2P	GameGear2P	yes	https://github.com/MiSTer-devel/SMS_MiSTer.git	GameGear2P	MiSTer-devel_SMS_MiSTer	not-ported			not-run	not-run	
_Console	Super Nintendo Entertainment System (SNES)	SNES	yes	https://github.com/MiSTer-devel/SNES_MiSTer.git		MiSTer-devel_SNES_MiSTer	packaged	scripts/build-snes.sh	artifacts/snes/SNES_20260814_FDCD.rbf	pass	pending	
_Console	Bandai Super Vision 8000	SuperVision8000	no	https://github.com/MiSTer-devel/Super_Vision_8000_MiSTer.git		MiSTer-devel_Super_Vision_8000_MiSTer	not-ported			not-run	not-run	
_Console	Epoch Super Cassette Vision	SCV	no	https://github.com/MiSTer-devel/SuperCassetteVision_MiSTer.git		MiSTer-devel_SuperCassetteVision_MiSTer	not-ported			not-run	not-run	
_Console	Watara SuperVision	SuperVision	yes	https://github.com/MiSTer-devel/SuperVision_MiSTer.git		MiSTer-devel_SuperVision_MiSTer	not-ported			not-run	not-run	
_Console	TurboGrafx-16/PC Engine	TGFX16	no	https://github.com/MiSTer-devel/TurboGrafx16_MiSTer.git		MiSTer-devel_TurboGrafx16_MiSTer	packaged	scripts/build-tgfx16.sh	artifacts/tgfx16/TurboGrafx16_20260814_FDCD.rbf	pass	pending	
_Console	Interton VC4000	VC4000	no	https://github.com/MiSTer-devel/VC4000_MiSTer.git		MiSTer-devel_VC4000_MiSTer	not-ported			not-run	not-run	
_Console	Vectrex	VECTREX	yes	https://github.com/MiSTer-devel/Vectrex_MiSTer.git		MiSTer-devel_Vectrex_MiSTer	not-ported			not-run	not-run	
